evidence_id	campaign_id	report_path	gate_path	ledger_path	summary_path	final_commit	SUT_revision	mechanism	scenario	oracle	formal_attempts	accepted	rejected	rejection_classes	PASS_count	EXPOSURE_count	VIOLATION_count	UNKNOWN_count	NOT_APPLICABLE_count	disposition	evidence_complete	clock_status	runtime_or_static	current_or_historical	natural_or_seeded	claim_supported	claim_not_supported	narrative_role	integrity_status	notes
FRESHNESS_F4	FRESHNESS_F1_F4	docs/motivation/SETPOINT_FRESHNESS_PILOT_REPORT.md	experiments/motivation/freshness/freshness_pilot_gate.json	experiments/motivation/freshness/attempt_ledger.yaml	experiments/motivation/freshness/freshness_pilot_gate.json	955e7c98e3b29ddd21fa4d44fb562065700fa832	4ae21a5e569d3d89c2f6366688cbacb3e93437c9	Dynamic_External_Mode	Rate_setpoint_only_stall	Route_Oracle_0.4_and_Freshness_Oracle_0.1	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_ADJUDICATION	PENDING_RECHECK	PENDING_RECHECK	runtime	current	seeded	PENDING_ADJUDICATION	PENDING_ADJUDICATION	health_alive_freshness_exposure	PENDING_RECHECK	EXPOSURE_not_VIOLATION
N1_FULL	N1	docs/motivation/N1_TRAJECTORY_RESIDUE_REPORT.md	data/processed/motivation/n1_trajectory_residue/n1_adjudication.json	experiments/motivation/n1_trajectory_residue/attempt_ledger.yaml	data/processed/motivation/n1_trajectory_residue/n1_adjudication.json	fd9b93fb0d2f50554d6f52d19ac3cd573d7ae2f9	4ae21a5e569d3d89c2f6366688cbacb3e93437c9	Dynamic_External_Mode	phase_bucket_reobservation	Route_Oracle_0.4_and_Freshness_Oracle_0.1	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_ADJUDICATION	PENDING_RECHECK	PENDING_RECHECK	runtime	current	natural_reobservation	PENDING_ADJUDICATION	PENDING_ADJUDICATION	phase_dependent_current_event	PENDING_RECHECK	Freshness_denominator_unchanged
N1_REDUCED	N1	docs/motivation/N1_TRAJECTORY_RESIDUE_REPORT.md	data/processed/motivation/n1_trajectory_residue/n1_adjudication.json	experiments/motivation/n1_trajectory_residue/attempt_ledger.yaml	data/processed/motivation/n1_trajectory_residue/n1_adjudication.json	fd9b93fb0d2f50554d6f52d19ac3cd573d7ae2f9	4ae21a5e569d3d89c2f6366688cbacb3e93437c9	Dynamic_External_Mode	observation_reduced_phase_C	Route_Oracle_0.4_and_Freshness_Oracle_0.1	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_ADJUDICATION	PENDING_RECHECK	PENDING_RECHECK	runtime	current	natural_confirmation	PENDING_ADJUDICATION	PENDING_ADJUDICATION	stability_limit	PENDING_RECHECK	PASS_does_not_erase_full_observation_events
C1_MATRIX	C1	docs/motivation/C1_CONCURRENT_AUTHORITY_EVENTS_REPORT.md	experiments/motivation/c1_concurrency/c1_gate.json	experiments/motivation/c1_concurrency/attempt_ledger.yaml	data/processed/motivation/c1_concurrency/c1_summary.json	b24cfb4fb18c175856f2d01991c8d498f1d2710f	4ae21a5e569d3d89c2f6366688cbacb3e93437c9	Dynamic_External_Mode	bounded_event_pairs_orders	Authority_Event_Linearization_Oracle_0.2	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	0	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_ADJUDICATION	PENDING_RECHECK	PENDING_RECHECK	runtime	current	seeded	PENDING_ADJUDICATION	PENDING_ADJUDICATION	bounded_seed_grammar	PENDING_RECHECK	A_near_measurement_insufficient
R1_SESSION	R1	docs/motivation/R1_SESSION_ROLLOVER_REPORT.md	experiments/motivation/r1_session/r1_gate.json	experiments/motivation/r1_session/attempt_ledger.yaml	data/processed/motivation/r1_session/r1_summary.json	6f5abd682cca47b9e8febdbdcfb8ea0a9714e236	4ae21a5e569d3d89c2f6366688cbacb3e93437c9	Dynamic_External_Mode	rapid_reentry_session_rollover	Session_Rollover_Oracle_0.1	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_ADJUDICATION	PENDING_RECHECK	PENDING_RECHECK	runtime	current	seeded	PENDING_ADJUDICATION	PENDING_ADJUDICATION	session_identity_measurement_gap	PENDING_RECHECK	no_oracle_outcome
W1_SOURCE_AUDIT	W1	docs/motivation/W1_REAL_WORKLOAD_SPIKE_REPORT.md	experiments/motivation/w1_workload/w1_gate.json	experiments/motivation/w1_workload/attempt_ledger.yaml	data/processed/motivation/w1_workload/w1_summary.json	e7b28518bdd3afc58696878bf1c0f2b39fd8e218	a8e7318b8d1d7c5adc580e8a16374357773bc11a	Aerostack2	source_interface_and_task_transition_audit	Evidence_Gate	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_ADJUDICATION	PENDING_RECHECK	NOT_APPLICABLE	static	current	seeded	PENDING_ADJUDICATION	PENDING_ADJUDICATION	workload_scope_classification	PENDING_RECHECK	source_audit_not_runtime_value
W1_RUNTIME	W1	docs/motivation/W1_REAL_WORKLOAD_SPIKE_REPORT.md	experiments/motivation/w1_workload/w1_gate.json	experiments/motivation/w1_workload/attempt_ledger.yaml	data/processed/motivation/w1_workload/w1_summary.json	e7b28518bdd3afc58696878bf1c0f2b39fd8e218	4ae21a5e569d3d89c2f6366688cbacb3e93437c9	Aerostack2	source_trace_and_replay	Route_and_Evidence_Gates	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_ADJUDICATION	PENDING_RECHECK	PENDING_RECHECK	runtime	current	seeded	PENDING_ADJUDICATION	PENDING_ADJUDICATION	real_workload_measurement_gap	PENDING_RECHECK	no_accepted_source_trace
B1_INVENTORY	B1	docs/motivation/B1_FAMILY_B_GATE_REPORT.md	experiments/motivation/b1_family_b/b1_gate.json	experiments/motivation/b1_family_b/attempt_ledger.yaml	data/processed/motivation/b1_family_b/b1_summary.json	3665337673e7e0a62ea204ac64f5644b8e428c25	4ae21a5e569d3d89c2f6366688cbacb3e93437c9	registered_controller_routes	source_inventory_and_graph_model	Evidence_Gate	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_ADJUDICATION	PENDING_RECHECK	NOT_APPLICABLE	static	current	seeded	PENDING_ADJUDICATION	PENDING_ADJUDICATION	Family_B_static_scope	PENDING_RECHECK	true_subjects_do_not_prove_runtime_generality
B1_REFERENCE_BUILD	B1	docs/motivation/B1_FAMILY_B_GATE_REPORT.md	experiments/motivation/b1_family_b/b1_gate.json	experiments/motivation/b1_family_b/attempt_ledger.yaml	data/processed/motivation/b1_family_b/b1_summary.json	3665337673e7e0a62ea204ac64f5644b8e428c25	4ae21a5e569d3d89c2f6366688cbacb3e93437c9	B1_reference_controller	combined_build_and_loadability	Evidence_Gate	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_ADJUDICATION	PENDING_RECHECK	NOT_APPLICABLE	static	current	seeded	PENDING_ADJUDICATION	PENDING_ADJUDICATION	Family_B_environment_limit	PENDING_RECHECK	component_build_is_not_combined_build
B1_RUNTIME	B1	docs/motivation/B1_FAMILY_B_GATE_REPORT.md	experiments/motivation/b1_family_b/b1_gate.json	experiments/motivation/b1_family_b/attempt_ledger.yaml	data/processed/motivation/b1_family_b/b1_summary.json	3665337673e7e0a62ea204ac64f5644b8e428c25	4ae21a5e569d3d89c2f6366688cbacb3e93437c9	B1_reference_controller	normal_and_recovery_runtime	Route_and_Evidence_Gates	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_RECHECK	PENDING_ADJUDICATION	PENDING_RECHECK	PENDING_RECHECK	runtime	current	seeded	PENDING_ADJUDICATION	PENDING_ADJUDICATION	Family_B_future_work	PENDING_RECHECK	B1_E_and_B1_F_not_applicable
